id,date,r_type,resource,value,key
58,20180212,E,exec_vnode,(r1i0n0:ncpus=36)+(r1i0n1:ncpus=36)+(r1i0n2:ncpus=36)+(r1i0n3:ncpus=36)+(r1i0n4:ncpus=36)+(r1i0n9:ncpus=36)+(r1i0n11:ncpus=36)+(r1i0n12:ncpus=36)+(r1i0n5:ncpus=36)+(r1i0n6:ncpus=36)+(r1i0n7:ncpus=36)+(r1i0n8:ncpus=36)+(r1i0n13:ncpus=36)+(r1i0n14:ncpus=36)+(r1i0n15:ncpus=36)+(r1i0n16:ncpus=36)+(r1i0n17:ncpus=36)+(r1i1n0:ncpus=36)+(r1i1n2:ncpus=36)+(r1i1n3:ncpus=36)+(r1i1n4:ncpus=36)+(r1i1n9:ncpus=36)+(r1i1n10:ncpus=36)+(r1i1n11:ncpus=36)+(r1i1n12:ncpus=36)+(r1i1n5:ncpus=36)+(r1i1n6:ncpus=36)+(r1i1n7:ncpus=36)+(r1i1n8:ncpus=36)+(r1i1n13:ncpus=36)+(r1i1n14:ncpus=36)+(r1i1n15:ncpus=36),
58,20180212,E,run_count,1,
58,20180212,E,Resource_List.ncpus,1152,
58,20180212,E,resources_used.mem,431582680kb,
58,20180212,E,Resource_List.place,scatter:exclhost,
58,20180212,E,Resource_List.mpiprocs,64,
58,20180212,E,Resource_List.walltime,01:00:00,
58,20180212,E,Resource_List.select,32,mpiprocs:2
58,20180212,E,Resource_List.select,32,ncpus:36
58,20180212,E,Resource_List.select,32,ompthreads:18
58,20180212,E,user,engel,
58,20180212,E,end,1518474987,
58,20180212,E,jobname,zhpt32.2,
58,20180212,E,resources_used.walltime,00:35:01,
58,20180212,E,resources_used.vmem,150446224kb,
58,20180212,E,account,"""SSSG0001""",
58,20180212,E,ctime,1518468620,
58,20180212,E,resources_used.ncpus,1152,
58,20180212,E,exec_host,r1i0n0/0*36+r1i0n1/0*36+r1i0n2/0*36+r1i0n3/0*36+r1i0n4/0*36+r1i0n9/0*36+r1i0n11/0*36+r1i0n12/0*36+r1i0n5/0*36+r1i0n6/0*36+r1i0n7/0*36+r1i0n8/0*36+r1i0n13/0*36+r1i0n14/0*36+r1i0n15/0*36+r1i0n16/0*36+r1i0n17/0*36+r1i1n0/0*36+r1i1n2/0*36+r1i1n3/0*36+r1i1n4/0*36+r1i1n9/0*36+r1i1n10/0*36+r1i1n11/0*36+r1i1n12/0*36+r1i1n5/0*36+r1i1n6/0*36+r1i1n7/0*36+r1i1n8/0*36+r1i1n13/0*36+r1i1n14/0*36+r1i1n15/0*36,
58,20180212,E,queue,economy,
58,20180212,E,Resource_List.nodect,32,
60,20180212,S,"","",
60,20180212,S,queue,economy,
60,20180212,S,account,"""SSSG0001""",
60,20180212,S,Resource_List.place,scatter:exclhost,
60,20180212,S,group,ncar,
60,20180212,S,ctime,1518468621,
60,20180212,S,resource_assigned.ncpus,576,
60,20180212,S,Resource_List.ncpus,288,
60,20180212,S,qtime,1518468621,
60,20180212,S,Resource_List.mpiprocs,16,
60,20180212,S,exec_vnode,(r1i0n0:ncpus=36)+(r1i0n1:ncpus=36)+(r1i0n2:ncpus=36)+(r1i0n3:ncpus=36)+(r1i0n4:ncpus=36)+(r1i0n9:ncpus=36)+(r1i0n11:ncpus=36)+(r1i0n12:ncpus=36),
60,20180212,S,Resource_List.select,8,mpiprocs:2
60,20180212,S,Resource_List.select,8,ncpus:36
60,20180212,S,Resource_List.select,8,ompthreads:18
60,20180212,S,jobname,zhpt08.2,
60,20180212,S,project,_pbs_project_default,
60,20180212,S,start,1518477000,
60,20180212,S,Resource_List.walltime,01:00:00,
60,20180212,S,user,engel,
60,20180212,S,Resource_List.nodect,8,
60,20180212,S,etime,1518477000,
60,20180212,S,exec_host,r1i0n0/0*36+r1i0n1/0*36+r1i0n2/0*36+r1i0n3/0*36+r1i0n4/0*36+r1i0n9/0*36+r1i0n11/0*36+r1i0n12/0*36,
60,20180212,S,resource_assigned.mem,524729024kb,
61,20180212,E,qtime,1518468620,
61,20180212,E,session,66989,
61,20180212,E,project,_pbs_project_default,
61,20180212,E,group,ncar,
61,20180212,E,Exit_status,0,
61,20180212,E,etime,1518474900,
61,20180212,E,resources_used.cput,321:23:06,
61,20180212,E,start,1518474900,
61,20180212,E,resources_used.cpupercent,57583,
61,20180212,E,exec_vnode,(r1i1n16:ncpus=36)+(r1i1n17:ncpus=36)+(r1i2n0:ncpus=36)+(r1i2n1:ncpus=36)+(r1i2n2:ncpus=36)+(r1i2n3:ncpus=36)+(r1i2n4:ncpus=36)+(r1i2n9:ncpus=36)+(r1i2n10:ncpus=36)+(r1i2n11:ncpus=36)+(r1i2n12:ncpus=36)+(r1i2n5:ncpus=36)+(r1i2n6:ncpus=36)+(r1i2n7:ncpus=36)+(r1i2n8:ncpus=36)+(r1i2n13:ncpus=36),
61,20180212,E,run_count,1,
61,20180212,E,Resource_List.ncpus,576,
61,20180212,E,resources_used.mem,215579184kb,
61,20180212,E,Resource_List.place,scatter:exclhost,
61,20180212,E,Resource_List.mpiprocs,32,
61,20180212,E,Resource_List.walltime,01:00:00,
61,20180212,E,Resource_List.select,16,mpiprocs:2
61,20180212,E,Resource_List.select,16,ncpus:36
61,20180212,E,Resource_List.select,16,ompthreads:18
61,20180212,E,user,engel,
61,20180212,E,end,1518477023,
61,20180212,E,jobname,zhpt16.2,
61,20180212,E,resources_used.walltime,00:35:23,
61,20180212,E,resources_used.vmem,150443840kb,
61,20180212,E,account,"""SSSG0001""",
61,20180212,E,ctime,1518468620,
61,20180212,E,resources_used.ncpus,576,
61,20180212,E,exec_host,r1i1n16/0*36+r1i1n17/0*36+r1i2n0/0*36+r1i2n1/0*36+r1i2n2/0*36+r1i2n3/0*36+r1i2n4/0*36+r1i2n9/0*36+r1i2n10/0*36+r1i2n11/0*36+r1i2n12/0*36+r1i2n5/0*36+r1i2n6/0*36+r1i2n7/0*36+r1i2n8/0*36+r1i2n13/0*36,
61,20180212,E,queue,economy,
61,20180212,E,Resource_List.nodect,16,
62,20180212,E,qtime,1518468621,
62,20180212,E,session,65108,
62,20180212,E,project,_pbs_project_default,
62,20180212,E,group,ncar,
62,20180212,E,Exit_status,0,
62,20180212,E,etime,1518477000,
62,20180212,E,resources_used.cput,160:45:10,
62,20180212,E,start,1518477000,
62,20180212,E,resources_used.cpupercent,28826,
62,20180212,E,exec_vnode,(r1i0n0:ncpus=36)+(r1i0n1:ncpus=36)+(r1i0n2:ncpus=36)+(r1i0n3:ncpus=36)+(r1i0n4:ncpus=36)+(r1i0n9:ncpus=36)+(r1i0n11:ncpus=36)+(r1i0n12:ncpus=36),
62,20180212,E,run_count,1,
62,20180212,E,Resource_List.ncpus,288,
62,20180212,E,resources_used.mem,107692788kb,
62,20180212,E,Resource_List.place,scatter:exclhost,
62,20180212,E,Resource_List.mpiprocs,16,
62,20180212,E,Resource_List.walltime,01:00:00,
62,20180212,E,Resource_List.select,8,mpiprocs:2
62,20180212,E,Resource_List.select,8,ncpus:36
62,20180212,E,Resource_List.select,8,ompthreads:18
62,20180212,E,user,engel,
62,20180212,E,end,1518479091,
62,20180212,E,jobname,zhpt08.2,
62,20180212,E,resources_used.walltime,00:34:50,
62,20180212,E,resources_used.vmem,150442652kb,
62,20180212,E,account,"""SSSG0001""",
62,20180212,E,ctime,1518468621,
62,20180212,E,resources_used.ncpus,288,
62,20180212,E,exec_host,r1i0n0/0*36+r1i0n1/0*36+r1i0n2/0*36+r1i0n3/0*36+r1i0n4/0*36+r1i0n9/0*36+r1i0n11/0*36+r1i0n12/0*36,
62,20180212,E,queue,economy,
62,20180212,E,Resource_List.nodect,8,
63,20180212,S,"","",
63,20180212,S,queue,economy,
63,20180212,S,account,"""SSSG0001""",
63,20180212,S,Resource_List.place,scatter:exclhost,
63,20180212,S,group,ncar,
63,20180212,S,ctime,1518468621,
63,20180212,S,resource_assigned.ncpus,288,
63,20180212,S,Resource_List.ncpus,144,
63,20180212,S,qtime,1518468621,
63,20180212,S,Resource_List.mpiprocs,8,
63,20180212,S,exec_vnode,(r1i0n0:ncpus=36)+(r1i0n1:ncpus=36)+(r1i0n2:ncpus=36)+(r1i0n3:ncpus=36),
63,20180212,S,Resource_List.select,4,mpiprocs:2
63,20180212,S,Resource_List.select,4,ncpus:36
63,20180212,S,Resource_List.select,4,ompthreads:18
63,20180212,S,jobname,zhpt04.2,
63,20180212,S,project,_pbs_project_default,
63,20180212,S,start,1518479100,
63,20180212,S,Resource_List.walltime,01:00:00,
63,20180212,S,user,engel,
63,20180212,S,Resource_List.nodect,4,
63,20180212,S,etime,1518479100,
63,20180212,S,exec_host,r1i0n0/0*36+r1i0n1/0*36+r1i0n2/0*36+r1i0n3/0*36,
63,20180212,S,resource_assigned.mem,262364512kb,
65,20180212,E,qtime,1518468621,
65,20180212,E,session,68387,
65,20180212,E,project,_pbs_project_default,
65,20180212,E,group,ncar,
65,20180212,E,Exit_status,0,
65,20180212,E,etime,1518479100,
65,20180212,E,resources_used.cput,78:53:02,
65,20180212,E,start,1518479100,
65,20180212,E,resources_used.cpupercent,14418,
65,20180212,E,exec_vnode,(r1i0n0:ncpus=36)+(r1i0n1:ncpus=36)+(r1i0n2:ncpus=36)+(r1i0n3:ncpus=36),
65,20180212,E,run_count,1,
65,20180212,E,Resource_List.ncpus,144,
65,20180212,E,resources_used.mem,53802476kb,
65,20180212,E,Resource_List.place,scatter:exclhost,
65,20180212,E,Resource_List.mpiprocs,8,
65,20180212,E,Resource_List.walltime,01:00:00,
65,20180212,E,Resource_List.select,4,mpiprocs:2
65,20180212,E,Resource_List.select,4,ncpus:36
65,20180212,E,Resource_List.select,4,ompthreads:18
65,20180212,E,user,engel,
65,20180212,E,end,1518481196,
65,20180212,E,jobname,zhpt04.2,
65,20180212,E,resources_used.walltime,00:34:55,
65,20180212,E,resources_used.vmem,150438528kb,
65,20180212,E,account,"""SSSG0001""",
65,20180212,E,ctime,1518468621,
65,20180212,E,resources_used.ncpus,144,
65,20180212,E,exec_host,r1i0n0/0*36+r1i0n1/0*36+r1i0n2/0*36+r1i0n3/0*36,
65,20180212,E,queue,economy,
65,20180212,E,Resource_List.nodect,4,
66,20180212,S,"","",
66,20180212,S,queue,economy,
66,20180212,S,account,"""SSSG0001""",
66,20180212,S,Resource_List.place,scatter:exclhost,
66,20180212,S,group,ncar,
66,20180212,S,ctime,1518468621,
66,20180212,S,resource_assigned.ncpus,144,
66,20180212,S,Resource_List.ncpus,72,
66,20180212,S,qtime,1518468621,
66,20180212,S,Resource_List.mpiprocs,4,
66,20180212,S,exec_vnode,(r1i0n0:ncpus=36)+(r1i0n1:ncpus=36),
66,20180212,S,Resource_List.select,2,mpiprocs:2
66,20180212,S,Resource_List.select,2,ncpus:36
66,20180212,S,Resource_List.select,2,ompthreads:18
66,20180212,S,jobname,zhpt02.2,
66,20180212,S,project,_pbs_project_default,
66,20180212,S,start,1518481200,
66,20180212,S,Resource_List.walltime,01:00:00,
66,20180212,S,user,engel,
66,20180212,S,Resource_List.nodect,2,
66,20180212,S,etime,1518481200,
66,20180212,S,exec_host,r1i0n0/0*36+r1i0n1/0*36,
66,20180212,S,resource_assigned.mem,131182256kb,
67,20180212,Q,queue,share,
68,20180212,Q,queue,regular,
69,20180212,S,"","",
69,20180212,S,queue,regular,
69,20180212,S,account,"""SSSG0001""",
69,20180212,S,Resource_List.place,scatter:exclhost,
69,20180212,S,group,ncar,
69,20180212,S,ctime,1518482000,
69,20180212,S,Resource_List.inception,Resource_List,
69,20180212,S,Resource_List.ncpus,12,
69,20180212,S,qtime,1518482000,
69,20180212,S,resource_assigned.ncpus,72,
69,20180212,S,exec_vnode,(r1i0n2:ncpus=12),
69,20180212,S,Resource_List.select,1,ncpus:12
69,20180212,S,jobname,STDIN,
69,20180212,S,project,_pbs_project_default,
69,20180212,S,start,1518482000,
69,20180212,S,Resource_List.walltime,01:01:01,
69,20180212,S,user,matthews,
69,20180212,S,Resource_List.nodect,1,
69,20180212,S,etime,1518482000,
69,20180212,S,exec_host,r1i0n2/0*12,
69,20180212,S,resource_assigned.mem,65591128kb,
70,20180212,E,Resource_List.inception,Resource_List,
70,20180212,E,qtime,1518482000,
70,20180212,E,session,63727,
70,20180212,E,project,_pbs_project_default,
70,20180212,E,group,ncar,
70,20180212,E,Exit_status,0,
70,20180212,E,etime,1518482000,
70,20180212,E,resources_used.cput,00:00:00,
70,20180212,E,start,1518482000,
70,20180212,E,resources_used.cpupercent,0,
70,20180212,E,exec_vnode,(r1i0n2:ncpus=12),
70,20180212,E,run_count,1,
70,20180212,E,Resource_List.ncpus,12,
70,20180212,E,resources_used.mem,9264kb,
70,20180212,E,Resource_List.place,scatter:exclhost,
70,20180212,E,Resource_List.walltime,01:01:01,
70,20180212,E,Resource_List.select,1,ncpus:12
70,20180212,E,user,matthews,
70,20180212,E,end,1518482002,
70,20180212,E,jobname,STDIN,
70,20180212,E,resources_used.walltime,00:00:02,
70,20180212,E,resources_used.vmem,256956kb,
70,20180212,E,account,"""SSSG0001""",
70,20180212,E,ctime,1518482000,
70,20180212,E,resources_used.ncpus,12,
70,20180212,E,exec_host,r1i0n2/0*12,
70,20180212,E,queue,regular,
70,20180212,E,Resource_List.nodect,1,
71,20180212,Q,queue,regular,
72,20180212,S,"","",
72,20180212,S,queue,regular,
72,20180212,S,account,"""SSSG0001""",
72,20180212,S,Resource_List.place,scatter:exclhost,
72,20180212,S,group,ncar,
72,20180212,S,ctime,1518482006,
72,20180212,S,Resource_List.inception,Resource_List,
72,20180212,S,Resource_List.ncpus,24,
72,20180212,S,qtime,1518482006,
72,20180212,S,resource_assigned.ncpus,144,
72,20180212,S,exec_vnode,(r1i0n2:ncpus=12)+(r1i0n3:ncpus=12),
72,20180212,S,Resource_List.select,2,ncpus:12
72,20180212,S,jobname,STDIN,
72,20180212,S,project,_pbs_project_default,
72,20180212,S,start,1518482006,
72,20180212,S,Resource_List.walltime,01:01:01,
72,20180212,S,user,matthews,
72,20180212,S,Resource_List.nodect,2,
72,20180212,S,etime,1518482006,
72,20180212,S,exec_host,r1i0n2/0*12+r1i0n3/0*12,
72,20180212,S,resource_assigned.mem,131182256kb,
73,20180212,E,Resource_List.inception,Resource_List,
73,20180212,E,qtime,1518482006,
73,20180212,E,session,63761,
73,20180212,E,project,_pbs_project_default,
73,20180212,E,group,ncar,
73,20180212,E,Exit_status,0,
73,20180212,E,etime,1518482006,
73,20180212,E,resources_used.cput,00:00:00,
73,20180212,E,start,1518482006,
73,20180212,E,resources_used.cpupercent,0,
73,20180212,E,exec_vnode,(r1i0n2:ncpus=12)+(r1i0n3:ncpus=12),
73,20180212,E,run_count,1,
73,20180212,E,Resource_List.ncpus,24,
73,20180212,E,resources_used.mem,9852kb,
73,20180212,E,Resource_List.place,scatter:exclhost,
73,20180212,E,Resource_List.walltime,01:01:01,
73,20180212,E,Resource_List.select,2,ncpus:12
73,20180212,E,user,matthews,
73,20180212,E,end,1518482016,
73,20180212,E,jobname,STDIN,
73,20180212,E,resources_used.walltime,00:00:10,
73,20180212,E,resources_used.vmem,270864kb,
73,20180212,E,account,"""SSSG0001""",
73,20180212,E,ctime,1518482006,
73,20180212,E,resources_used.ncpus,24,
73,20180212,E,exec_host,r1i0n2/0*12+r1i0n3/0*12,
73,20180212,E,queue,regular,
73,20180212,E,Resource_List.nodect,2,
74,20180212,Q,queue,regular,
75,20180212,S,"","",
75,20180212,S,queue,regular,
75,20180212,S,account,"""SSSG0001""",
75,20180212,S,Resource_List.place,scatter:exclhost,
75,20180212,S,group,ncar,
75,20180212,S,ctime,1518482019,
75,20180212,S,Resource_List.inception,Resource_List=hi,
75,20180212,S,Resource_List.ncpus,24,
75,20180212,S,qtime,1518482019,
75,20180212,S,resource_assigned.ncpus,144,
75,20180212,S,exec_vnode,(r1i0n2:ncpus=12)+(r1i0n3:ncpus=12),
75,20180212,S,Resource_List.select,2,ncpus:12
75,20180212,S,jobname,STDIN,
75,20180212,S,project,_pbs_project_default,
75,20180212,S,start,1518482020,
75,20180212,S,Resource_List.walltime,01:01:01,
75,20180212,S,user,matthews,
75,20180212,S,Resource_List.nodect,2,
75,20180212,S,etime,1518482019,
75,20180212,S,exec_host,r1i0n2/0*12+r1i0n3/0*12,
75,20180212,S,resource_assigned.mem,131182256kb,
76,20180212,E,Resource_List.inception,Resource_List=hi,
76,20180212,E,qtime,1518482019,
76,20180212,E,session,63798,
76,20180212,E,project,_pbs_project_default,
76,20180212,E,group,ncar,
76,20180212,E,Exit_status,0,
76,20180212,E,etime,1518482019,
76,20180212,E,resources_used.cput,00:00:00,
76,20180212,E,start,1518482020,
76,20180212,E,resources_used.cpupercent,0,
76,20180212,E,exec_vnode,(r1i0n2:ncpus=12)+(r1i0n3:ncpus=12),
76,20180212,E,run_count,1,
76,20180212,E,Resource_List.ncpus,24,
76,20180212,E,resources_used.mem,9712kb,
76,20180212,E,Resource_List.place,scatter:exclhost,
76,20180212,E,Resource_List.walltime,01:01:01,
76,20180212,E,Resource_List.select,2,ncpus:12
76,20180212,E,user,matthews,
76,20180212,E,end,1518482021,
76,20180212,E,jobname,STDIN,
76,20180212,E,resources_used.walltime,00:00:01,
76,20180212,E,resources_used.vmem,271372kb,
76,20180212,E,account,"""SSSG0001""",
76,20180212,E,ctime,1518482019,
76,20180212,E,resources_used.ncpus,24,
76,20180212,E,exec_host,r1i0n2/0*12+r1i0n3/0*12,
76,20180212,E,queue,regular,
76,20180212,E,Resource_List.nodect,2,
77,20180212,Q,queue,regular,
78,20180212,S,"","",
78,20180212,S,queue,regular,
78,20180212,S,account,"""SSSG0001""",
78,20180212,S,Resource_List.place,scatter:exclhost,
78,20180212,S,group,ncar,
78,20180212,S,ctime,1518482049,
78,20180212,S,Resource_List.inception,Resource_List=Resource_List.mpip,
78,20180212,S,Resource_List.ncpus,24,
78,20180212,S,qtime,1518482049,
78,20180212,S,resource_assigned.ncpus,144,
78,20180212,S,exec_vnode,(r1i0n2:ncpus=12)+(r1i0n3:ncpus=12),
78,20180212,S,Resource_List.select,2,ncpus:12
78,20180212,S,jobname,STDIN,
78,20180212,S,project,_pbs_project_default,
78,20180212,S,start,1518482049,
78,20180212,S,Resource_List.walltime,01:01:01,
78,20180212,S,user,matthews,
78,20180212,S,Resource_List.nodect,2,
78,20180212,S,etime,1518482049,
78,20180212,S,exec_host,r1i0n2/0*12+r1i0n3/0*12,
78,20180212,S,resource_assigned.mem,131182256kb,
79,20180212,E,Resource_List.inception,Resource_List=Resource_List.mpip,
79,20180212,E,qtime,1518482049,
79,20180212,E,session,63832,
79,20180212,E,project,_pbs_project_default,
79,20180212,E,group,ncar,
79,20180212,E,Exit_status,0,
79,20180212,E,etime,1518482049,
79,20180212,E,resources_used.cput,00:00:00,
79,20180212,E,start,1518482049,
79,20180212,E,resources_used.cpupercent,0,
79,20180212,E,exec_vnode,(r1i0n2:ncpus=12)+(r1i0n3:ncpus=12),
79,20180212,E,run_count,1,
79,20180212,E,Resource_List.ncpus,24,
79,20180212,E,resources_used.mem,9884kb,
79,20180212,E,Resource_List.place,scatter:exclhost,
79,20180212,E,Resource_List.walltime,01:01:01,
79,20180212,E,Resource_List.select,2,ncpus:12
79,20180212,E,user,matthews,
79,20180212,E,end,1518482052,
79,20180212,E,jobname,STDIN,
79,20180212,E,resources_used.walltime,00:00:03,
79,20180212,E,resources_used.vmem,279752kb,
79,20180212,E,account,"""SSSG0001""",
79,20180212,E,ctime,1518482049,
79,20180212,E,resources_used.ncpus,24,
79,20180212,E,exec_host,r1i0n2/0*12+r1i0n3/0*12,
79,20180212,E,queue,regular,
79,20180212,E,Resource_List.nodect,2,
80,20180212,Q,queue,regular,
81,20180212,S,"","",
81,20180212,S,queue,regular,
81,20180212,S,account,"""SSSG0001""",
81,20180212,S,Resource_List.place,scatter:exclhost,
81,20180212,S,group,ncar,
81,20180212,S,ctime,1518482077,
81,20180212,S,Resource_List.inception,Resource_List=Resource_List.mpiprocs=340282366920938463463374607431768211456,
81,20180212,S,Resource_List.ncpus,24,
81,20180212,S,qtime,1518482077,
81,20180212,S,resource_assigned.ncpus,144,
81,20180212,S,exec_vnode,(r1i0n2:ncpus=12)+(r1i0n3:ncpus=12),
81,20180212,S,Resource_List.select,2,ncpus:12
81,20180212,S,jobname,STDIN,
81,20180212,S,project,_pbs_project_default,
81,20180212,S,start,1518482077,
81,20180212,S,Resource_List.walltime,01:01:01,
81,20180212,S,user,matthews,
81,20180212,S,Resource_List.nodect,2,
81,20180212,S,etime,1518482077,
81,20180212,S,exec_host,r1i0n2/0*12+r1i0n3/0*12,
81,20180212,S,resource_assigned.mem,131182256kb,
82,20180212,E,Resource_List.inception,Resource_List=Resource_List.mpiprocs=340282366920938463463374607431768211456,
82,20180212,E,qtime,1518482077,
82,20180212,E,session,63867,
82,20180212,E,project,_pbs_project_default,
82,20180212,E,group,ncar,
82,20180212,E,Exit_status,0,
82,20180212,E,etime,1518482077,
82,20180212,E,resources_used.cput,00:00:00,
82,20180212,E,start,1518482077,
82,20180212,E,resources_used.cpupercent,0,
82,20180212,E,exec_vnode,(r1i0n2:ncpus=12)+(r1i0n3:ncpus=12),
82,20180212,E,run_count,1,
82,20180212,E,Resource_List.ncpus,24,
82,20180212,E,resources_used.mem,10028kb,
82,20180212,E,Resource_List.place,scatter:exclhost,
82,20180212,E,Resource_List.walltime,01:01:01,
82,20180212,E,Resource_List.select,2,ncpus:12
82,20180212,E,user,matthews,
82,20180212,E,end,1518482079,
82,20180212,E,jobname,STDIN,
82,20180212,E,resources_used.walltime,00:00:02,
82,20180212,E,resources_used.vmem,279752kb,
82,20180212,E,account,"""SSSG0001""",
82,20180212,E,ctime,1518482077,
82,20180212,E,resources_used.ncpus,24,
82,20180212,E,exec_host,r1i0n2/0*12+r1i0n3/0*12,
82,20180212,E,queue,regular,
82,20180212,E,Resource_List.nodect,2,
83,20180212,Q,queue,regular,
84,20180212,S,"","",
84,20180212,S,queue,regular,
84,20180212,S,account,"""SSSG0001""",
84,20180212,S,Resource_List.place,scatter:exclhost,
84,20180212,S,group,ncar,
84,20180212,S,ctime,1518482189,
84,20180212,S,Resource_List.inception,Resource_List=Resource_List.mpiprocs=340282366920938463463374607431768211456,
84,20180212,S,Resource_List.ncpus,24,
84,20180212,S,qtime,1518482189,
84,20180212,S,resource_assigned.ncpus,144,
84,20180212,S,exec_vnode,(r1i0n2:ncpus=12)+(r1i0n3:ncpus=12),
84,20180212,S,Resource_List.select,2,ncpus:12
84,20180212,S,jobname,STDIN,
84,20180212,S,project,_pbs_project_default,
84,20180212,S,start,1518482189,
84,20180212,S,Resource_List.walltime,01:01:01,
84,20180212,S,user,matthews,
84,20180212,S,Resource_List.nodect,2,
84,20180212,S,etime,1518482189,
84,20180212,S,exec_host,r1i0n2/0*12+r1i0n3/0*12,
84,20180212,S,resource_assigned.mem,131182256kb,
85,20180212,E,Resource_List.inception,Resource_List=Resource_List.mpiprocs=340282366920938463463374607431768211456,
85,20180212,E,qtime,1518482189,
85,20180212,E,session,64081,
85,20180212,E,project,_pbs_project_default,
85,20180212,E,group,ncar,
85,20180212,E,Exit_status,0,
85,20180212,E,etime,1518482189,
85,20180212,E,resources_used.cput,00:00:00,
85,20180212,E,start,1518482189,
85,20180212,E,resources_used.cpupercent,0,
85,20180212,E,exec_vnode,(r1i0n2:ncpus=12)+(r1i0n3:ncpus=12),
85,20180212,E,run_count,1,
85,20180212,E,Resource_List.ncpus,24,
85,20180212,E,resources_used.mem,10024kb,
85,20180212,E,Resource_List.place,scatter:exclhost,
85,20180212,E,Resource_List.walltime,01:01:01,
85,20180212,E,Resource_List.select,2,ncpus:12
85,20180212,E,user,matthews,
85,20180212,E,end,1518482191,
85,20180212,E,jobname,STDIN,
85,20180212,E,resources_used.walltime,00:00:02,
85,20180212,E,resources_used.vmem,279752kb,
85,20180212,E,account,"""SSSG0001""",
85,20180212,E,ctime,1518482189,
85,20180212,E,resources_used.ncpus,24,
85,20180212,E,exec_host,r1i0n2/0*12+r1i0n3/0*12,
85,20180212,E,queue,regular,
85,20180212,E,Resource_List.nodect,2,
86,20180212,Q,queue,regular,
87,20180212,S,"","",
87,20180212,S,queue,regular,
87,20180212,S,account,"""SSSG0001""",
87,20180212,S,Resource_List.place,scatter:exclhost,
87,20180212,S,group,ncar,
87,20180212,S,ctime,1518482242,
87,20180212,S,Resource_List.inception,hi,
87,20180212,S,Resource_List.ncpus,24,
87,20180212,S,qtime,1518482242,
87,20180212,S,resource_assigned.ncpus,144,
87,20180212,S,exec_vnode,(r1i0n2:ncpus=12)+(r1i0n3:ncpus=12),
87,20180212,S,Resource_List.select,2,ncpus:12
87,20180212,S,jobname,STDIN,
87,20180212,S,project,_pbs_project_default,
87,20180212,S,start,1518482242,
87,20180212,S,Resource_List.walltime,01:01:01,
87,20180212,S,user,matthews,
87,20180212,S,Resource_List.nodect,2,
87,20180212,S,etime,1518482242,
87,20180212,S,exec_host,r1i0n2/0*12+r1i0n3/0*12,
87,20180212,S,resource_assigned.mem,131182256kb,
88,20180212,E,Resource_List.inception,hi,
88,20180212,E,qtime,1518482242,
88,20180212,E,session,64294,
88,20180212,E,project,_pbs_project_default,
88,20180212,E,group,ncar,
88,20180212,E,Exit_status,0,
88,20180212,E,etime,1518482242,
88,20180212,E,resources_used.cput,00:00:00,
88,20180212,E,start,1518482242,
88,20180212,E,resources_used.cpupercent,0,
88,20180212,E,exec_vnode,(r1i0n2:ncpus=12)+(r1i0n3:ncpus=12),
88,20180212,E,run_count,1,
88,20180212,E,Resource_List.ncpus,24,
88,20180212,E,resources_used.mem,9936kb,
88,20180212,E,Resource_List.place,scatter:exclhost,
88,20180212,E,Resource_List.walltime,01:01:01,
88,20180212,E,Resource_List.select,2,ncpus:12
88,20180212,E,user,matthews,
88,20180212,E,end,1518482244,
88,20180212,E,jobname,STDIN,
88,20180212,E,resources_used.walltime,00:00:02,
88,20180212,E,resources_used.vmem,271372kb,
88,20180212,E,account,"""SSSG0001""",
88,20180212,E,ctime,1518482242,
88,20180212,E,resources_used.ncpus,24,
88,20180212,E,exec_host,r1i0n2/0*12+r1i0n3/0*12,
88,20180212,E,queue,regular,
88,20180212,E,Resource_List.nodect,2,
89,20180212,Q,queue,regular,
90,20180212,S,"","",
90,20180212,S,queue,regular,
90,20180212,S,account,"""SSSG0001""",
90,20180212,S,Resource_List.place,scatter:exclhost,
90,20180212,S,group,ncar,
90,20180212,S,ctime,1518482382,
90,20180212,S,Resource_List.inception,"""hi steve""",
90,20180212,S,Resource_List.ncpus,12,
90,20180212,S,qtime,1518482382,
90,20180212,S,resource_assigned.ncpus,72,
90,20180212,S,exec_vnode,(r1i0n2:ncpus=12),
90,20180212,S,Resource_List.select,1,ncpus:12
90,20180212,S,jobname,STDIN,
90,20180212,S,project,_pbs_project_default,
90,20180212,S,start,1518482382,
90,20180212,S,Resource_List.walltime,01:01:01,
90,20180212,S,user,matthews,
90,20180212,S,Resource_List.nodect,1,
90,20180212,S,etime,1518482382,
90,20180212,S,exec_host,r1i0n2/0*12,
90,20180212,S,resource_assigned.mem,65591128kb,
91,20180212,E,Resource_List.inception,"""hi steve""",
91,20180212,E,qtime,1518482382,
91,20180212,E,session,64507,
91,20180212,E,project,_pbs_project_default,
91,20180212,E,group,ncar,
91,20180212,E,Exit_status,0,
91,20180212,E,etime,1518482382,
91,20180212,E,resources_used.cput,00:00:00,
91,20180212,E,start,1518482382,
91,20180212,E,resources_used.cpupercent,0,
91,20180212,E,exec_vnode,(r1i0n2:ncpus=12),
91,20180212,E,run_count,1,
91,20180212,E,Resource_List.ncpus,12,
91,20180212,E,resources_used.mem,10848kb,
91,20180212,E,Resource_List.place,scatter:exclhost,
91,20180212,E,Resource_List.walltime,01:01:01,
